TotalPop,Hispanic,White,Black,Asian,Income,Poverty,WorkAtHome,Employed,SelfEmployed,FamilyWork,Unemployment,State_frequency
2118.7651,7.0684147,85.79555,3.887318,2.0020492,103407.625,6.4743686,8.675028,1061.0282,6.4687133,-0.004000786,7.7569404,12.241308
2375.932,7.223789,86.596,4.666122,1.4653928,48664.344,11.810074,0.8339611,1012.83044,4.9637456,-0.00118241,2.018374,12.002035
2353.588,7.0671473,86.7292,4.619474,1.4238138,48780.043,11.763987,0.8371848,1005.86,4.9663167,-0.001029524,1.9718466,12.004607
2341.434,17.618904,73.730255,3.6778252,0.9005339,35986.66,12.760468,0.44533265,1117.219,0.21670154,-0.000781762,1.7541223,12.31873
2093.8928,6.9435368,86.206245,3.6407578,2.034276,104023.086,6.3472896,8.690363,1046.6985,6.4355636,-0.010239753,7.704283,12.251573
3284.798,9.811623,77.23602,-0.023666063,10.531826,122520.914,3.8266091,7.1841707,1562.9507,6.4271708,-0.009869936,2.2283106,12.9686775
3275.4888,9.844837,77.254074,0.11346372,10.43429,122027.48,3.8465009,7.177356,1551.3518,6.436562,-0.009651023,2.330141,12.949749
2680.2124,2.4012306,87.2823,6.851591,-0.013825672,65332.984,8.787184,5.443448,1270.794,3.6333842,-0.00267792,5.4958477,11.603662
2647.5188,2.2158153,87.618645,6.886035,0.008223278,65732.17,8.714687,5.532308,1268.9606,3.6622832,-0.002642381,5.5408463,11.60976
2353.6672,6.9959955,86.827446,4.560204,1.3824873,48636.84,11.794125,0.85455644,1006.98584,4.92698,-0.001042622,1.983551,12.01307
2349.3433,7.0729084,86.83654,4.6512113,1.3792562,48553.676,11.804908,0.8449675,1004.76294,4.917665,-0.002965826,2.0049634,12.009029
2625.476,3.3313177,86.8387,6.3135595,0.2746794,61831.137,9.4622555,4.486626,1253.8842,4.011379,0.004446042,4.8930945,11.687003
2365.1936,7.14569,86.79746,4.4186225,1.4430115,48414.44,11.741888,0.8478428,1009.16565,4.8975053,-0.000427949,2.0173764,12.012489
2336.2988,6.8899,86.73408,4.2928214,1.4056454,47757.55,11.71123,0.76117694,1002.27625,4.904444,0.002007661,1.9339771,12.002664
2632.0195,2.4912984,87.563065,6.897793,0.040860876,65862.555,8.744924,5.5345125,1268.9554,3.6753192,-0.001420322,5.543289,11.604118
2300.3318,17.81887,73.709816,3.4775784,0.9049156,35476.586,12.799268,0.3878566,1100.9883,0.09262326,-0.004081148,1.6395688,12.33572
4649.3467,52.05471,39.166386,4.5474114,1.119318,38203.656,26.084091,1.2038349,1631.4277,2.9961627,0.006086704,10.58293,12.933861
3291.7188,10.116056,77.08866,0.002026877,10.433881,121879.625,3.9017997,7.1164193,1565.9283,6.449267,-0.011213395,2.272574,12.960996
2314.4482,17.485825,73.91869,3.5194123,0.9033356,35832.574,12.707292,0.41981518,1107.3218,0.12491086,-0.004847693,1.6393456,12.318672
2644.7434,2.2192085,87.524536,6.880776,0.12547515,65729.28,8.746902,5.5198507,1279.261,3.6740577,-0.001977774,5.579257,11.606341
4618.773,52.387726,39.086876,4.523359,1.0707221,38629.793,26.247236,1.2474326,1627.2588,2.9773107,0.007861671,10.605076,12.960178
4621.4995,52.775818,37.607983,4.9788594,1.0408161,38347.223,26.101185,1.25555,1627.5609,3.065324,0.002346617,10.545896,12.93624
3229.668,9.469284,77.50143,-0.018558184,10.565032,123232.59,3.6876588,7.213199,1535.588,6.4593124,-0.009694519,2.2368102,13.006632
4610.9136,58.17218,33.098217,4.6652904,0.9719527,37896.75,25.66023,1.3854688,1634.1637,3.2936282,0.009081793,10.654199,12.834621
2155.4072,7.3531857,85.42213,3.8337433,2.0598264,103017.484,6.577229,8.589598,1071.4187,6.421715,-0.009118262,7.667705,12.231015
2623.0261,2.102638,87.45136,6.8370595,-0.061167017,65998.79,8.801397,5.582985,1263.0128,3.6198876,-0.006109255,5.5234323,11.617455
2097.3135,6.887368,86.01868,3.8953688,1.9988031,104183.46,6.4704633,8.743409,1049.5026,6.4923935,-0.004651385,7.770258,12.253354
3201.929,9.512369,77.13029,0.17828973,10.20423,121735.64,3.946671,7.205443,1526.8068,6.4968705,-0.012263465,2.3291268,12.928852
2626.269,2.285137,87.65702,6.966548,-0.06647946,65926.1,8.670559,5.572134,1269.1348,3.639684,-0.005275848,5.5458565,11.59851
2374.811,6.5823326,86.62414,4.912349,1.032695,51476.06,11.320551,1.8282973,1060.8145,4.2909493,0.003363234,2.6600866,11.959532
2337.087,7.155592,86.73502,4.558763,1.3234899,48748.98,11.802945,0.89110625,1001.7716,4.8315864,-7.37E-05,1.9905505,12.0204
2350.766,6.9424496,87.065254,4.200293,1.3903415,48742.906,11.71617,0.87043273,1013.7251,4.8923273,-0.002762231,1.9180908,12.013902
2117.5894,7.0886106,86.082756,3.7891028,2.0005298,103368.84,6.412495,8.661883,1046.9457,6.3936105,-0.006587523,7.7116284,12.240137
2158.2395,7.143221,85.63827,3.8942282,2.1239297,103160.4,6.529198,8.625838,1070.8281,6.4235964,-0.002257439,7.7111335,12.222762
2654.2434,3.0566022,86.951004,6.947884,-0.09335591,64077.22,8.835317,5.353573,1264.3179,3.516697,0.001384181,5.563926,11.626204
2369.3577,7.046339,86.82289,4.2032323,1.4625828,48593.668,11.709688,0.8393508,1015.2312,4.9277444,-0.000662047,1.9449263,12.018218
2345.1006,7.075288,86.99758,4.3546767,1.411381,48492.723,11.741764,0.85858,1010.55725,4.882031,-0.000204685,1.989398,12.013409
3277.5005,9.881325,77.11436,0.056557022,10.567853,122664.97,3.8386025,7.2128844,1556.2063,6.4666348,-0.009659651,2.2280746,12.971588
2112.2832,7.088587,85.82724,3.8858826,2.0715964,103913.96,6.493424,8.705344,1051.5183,6.469573,-0.006196666,7.7511196,12.236972
3266.8218,9.896242,77.20031,0.00524362,10.573712,123129.03,3.7350583,7.18405,1539.385,6.442871,-0.00991756,2.1835241,12.990904
4737.74,80.144035,13.566354,4.9731994,0.7583864,31871.096,24.004812,2.0469766,1655.7764,3.9235034,-0.001052934,11.19293,12.481016
2305.034,6.8458176,87.36823,4.417031,1.2977479,48446.17,11.756857,0.8111993,983.297,4.907662,-0.002506423,1.9017429,12.03901
2299.8433,18.021057,73.52997,3.4139044,0.85003567,35147.9,12.776,0.37289345,1097.2753,0.044030692,-0.003696966,1.6617947,12.343353
2612.2292,2.3457668,87.78674,6.8637614,-0.007790344,65159.152,8.681578,5.516294,1254.4304,3.6675587,0.003161085,5.59336,11.597048
4632.755,53.69262,37.81399,4.47467,1.0006142,37496.164,26.46066,1.1349372,1612.318,2.9444063,-0.000603679,10.818892,13.006144
2139.2,7.30964,85.680016,3.83657,2.1098866,103352.516,6.4991546,8.633182,1063.0791,6.4318905,-0.004675689,7.7289853,12.228655
2261.3801,17.722223,73.944984,3.3106835,0.81843495,34745.24,12.701581,0.29379523,1078.7982,-0.053580735,-0.005762595,1.5522618,12.358779
2620.1492,2.1762102,87.69216,7.001988,-0.040464655,65681.516,8.718067,5.552207,1259.8009,3.6516705,-0.00365949,5.5591555,11.600164
2643.2393,2.2557533,87.304085,6.9076853,0.012149556,65991,8.793784,5.5700073,1257.6405,3.6708808,-0.000630322,5.5708065,11.602063
2640.591,2.6557271,87.43897,6.9606147,0.085054144,65653.35,8.860595,5.491704,1287.8099,3.6737,-0.002339724,5.578066,11.6118355
2316.655,17.590202,73.81265,3.6040003,0.8285761,35942.99,12.7508955,0.43568766,1112.1427,0.18378022,-0.000931385,1.763001,12.323892
2335.818,18.686504,72.92203,3.3786585,0.7291024,35357.176,13.006922,0.3605863,1100.6837,0.14052728,-0.007754552,1.7911005,12.363557
4663.3174,66.55759,24.960352,5.181746,0.9200587,35997.98,24.57414,1.8456596,1661.0907,3.6336453,0.013276455,10.820026,12.6384945
2687.507,2.725889,86.845375,7.012894,0.10068868,65756.02,8.986791,5.525965,1288.8115,3.7321465,0.001812843,5.63136,11.597456
3258.0662,9.875044,77.220856,-0.052663483,10.561403,122593.945,3.739777,7.1942677,1552.1082,6.446102,-0.01378544,2.2374372,12.976213
4632.0947,52.684025,38.85644,4.2850595,1.0945818,37823.215,26.259258,1.1475288,1630.7903,2.9581308,0.002019716,10.694638,12.957426
2151.276,7.077937,86.002495,3.7202857,2.1286101,103447.4,6.4968877,8.621496,1059.5757,6.400126,-0.003582823,7.675283,12.22836
2327.7673,7.070898,87.0065,4.4277444,1.392108,48457.254,11.643413,0.82311237,993.7085,4.9107475,-0.004947531,1.8968596,12.023983
2372.3577,7.2697916,86.523476,4.597976,1.4377761,48658.566,11.855266,0.89228904,1019.8745,4.948707,0.003788185,2.0473008,11.99876
3310.9348,9.946404,76.77604,0.14721711,10.512297,121569.914,4.0123467,7.132321,1568.3992,6.4558916,-0.006847504,2.3736959,12.930355
4632.465,52.244423,38.23943,4.657992,1.1278937,38352.938,25.935667,1.2718958,1637.6346,3.042374,0.004371581,10.591087,12.919295
2343.4946,7.1978025,86.92744,4.46543,1.3836155,48480.74,11.697577,0.83688486,991.8146,4.937389,-0.000985119,1.9737945,12.024905
2303.463,17.699274,73.872635,3.522238,0.8679335,35546.6,12.760342,0.40836632,1105.9717,0.08200839,-0.005432385,1.6670504,12.339784
2450.7214,7.7801313,83.403114,3.1142638,4.0279694,106864.336,6.1027427,8.201732,1194.5464,6.4444823,-0.001280683,6.426377,12.380841
4407.5107,46.341164,44.92731,4.615997,1.3066807,39111.824,24.47263,1.208047,1613.708,2.8880103,0.020079536,9.536557,12.776447
2350.8345,7.296255,86.77636,4.4118686,1.4128387,48258.17,11.836965,0.8321043,1006.8169,4.9221334,0.000736264,2.0051436,12.017757
2444.8428,5.2507772,87.30521,5.3907013,0.8474338,55122.332,10.736394,2.4954016,1101.4989,4.489812,-0.001801896,3.2010756,11.870999
2340.3445,7.0792646,86.90045,4.4160514,1.399401,48444.402,11.827414,0.83678067,1005.5758,4.9041824,-0.002642441,1.9379373,12.023611
2099.6084,6.9762535,86.08181,3.7847254,2.0711124,104166.97,6.3507524,8.734859,1055.2987,6.5055456,-0.005226123,7.781351,12.245315
2338.2563,6.8573456,87.133224,4.54291,1.3701704,48782.918,11.802802,0.8315202,998.0685,4.922911,-0.00221813,1.9395823,12.019737
2042.6351,6.7390013,86.960556,3.445042,1.8526657,104828.18,6.051975,8.819292,1006.8977,6.4064517,-0.012792322,7.731996,12.256042
2615.0803,4.2104435,85.74001,6.367661,0.7171743,74430.72,8.720973,6.2707067,1279.7668,4.456583,0.004620072,6.218822,11.713902
2342.6855,5.0063562,86.83175,4.929358,1.064894,86336.484,7.450628,7.1764426,1144.8593,5.1682134,-0.00908992,6.7096844,11.949768
2244.012,6.3520412,85.96619,4.4279504,1.7593143,96386.2,7.0301824,8.026188,1106.8755,5.898924,-0.005351561,7.333044,12.104517
2360.1196,6.8101587,87.08317,4.6087937,1.332021,49459.2,11.65003,0.99327934,1011.83765,4.8795314,-0.002674299,2.0605545,11.998945
2291.0183,17.991898,73.437,3.3788397,0.88133264,34952.844,12.852507,0.31803954,1089.0691,0.000978498,-0.005040112,1.531518,12.341141
2711.401,2.8772361,86.61037,7.0016,0.10949348,65823.99,9.050551,5.5053663,1293.3552,3.7807503,0.002390784,5.6323495,11.591773
2298.1606,6.7902346,87.5558,4.2079415,1.3603897,48213.86,11.690479,0.73452723,975.25916,4.8934383,-0.006766993,1.81569,12.043029
4621.7764,53.10131,38.19796,4.4601426,0.97323036,38060.625,26.30936,1.1610328,1621.2432,2.9467773,-0.00048897,10.65702,12.971188
2304.559,17.537416,74.047844,3.5270417,0.9104552,35800.906,12.7208605,0.3968712,1107.1056,0.15611508,-0.00212172,1.682868,12.327717
2825.5652,8.468061,80.89527,1.265531,7.366705,116537.43,4.5836215,7.755857,1361.822,6.5207367,-0.008428562,4.3135023,12.70659
2377.313,6.8759108,86.77938,4.650082,1.3354454,49300.848,11.774736,1.0254215,1021.7136,4.8604207,-0.00071806,2.090191,12.01215
2143.2073,7.151186,86.05276,3.667249,2.1128073,103648.06,6.428679,8.626922,1061.543,6.392943,-0.006250995,7.6705236,12.235481
2600.2178,1.7815197,88.0161,6.760443,-0.12727524,66053.23,8.720021,5.602675,1243.2957,3.6655731,-0.006390738,5.5667887,11.613647
2298.5305,8.089096,85.98631,4.1713653,1.1733787,46354.26,11.880931,0.63181555,979.33215,4.2501726,-0.008117619,1.771255,12.111719
2332.982,17.767107,73.54442,3.6666148,0.8825805,35751.54,12.897351,0.43314898,1111.4489,0.14834979,0.001082105,1.6976824,12.322759
3353.9275,10.483855,75.4822,0.2718595,10.156361,118913.82,4.2252936,6.9580646,1590.3407,6.4005775,-0.005442428,2.2820668,12.882387
2342.302,7.0309277,87.0416,4.351769,1.3937721,48444.27,11.779196,0.8173617,1002.67957,4.909706,-0.001511904,1.9420595,12.023189
2370.5237,7.2407837,86.66604,4.385526,1.4528239,48214.75,11.791364,0.85876405,1019.82996,4.9122033,-0.000656697,1.9938378,12.007385
2310.5374,6.8816824,87.39941,4.4331546,1.3398578,48372.562,11.683709,0.7634231,981.3009,4.9100823,-0.004058692,1.8791461,12.04302
4811.474,82.00088,11.973084,5.3302226,0.69555736,30945.598,24.073448,2.1180336,1681.8497,3.9765487,-0.006110939,11.324196,12.5018835
2154.5361,7.079403,85.46573,3.9979317,1.9943857,102537.36,6.612822,8.563993,1064.3853,6.4215236,-0.00295164,7.681487,12.219155
2330.542,7.0571604,86.990364,4.2617784,1.4433162,48438.887,11.710084,0.8142065,1003.2416,4.9101796,-0.001989725,1.9248505,12.021101
2275.7341,17.87647,73.73213,3.4622843,0.8344259,35043.65,12.795961,0.3742057,1086.8037,-0.02194974,-0.007143292,1.5963869,12.340966
3305.1294,10.368476,76.55023,-0.11177889,10.358174,120438.22,4.078239,7.0393195,1582.7245,6.454168,-0.015014517,2.1742592,12.959921
3271.4744,9.965993,76.98487,-0.25589624,10.541696,123068.97,3.66651,7.162504,1552.637,6.4621124,-0.012739333,2.0916085,13.005737
2301.5156,17.441763,73.83753,3.4391663,0.8383119,35894.25,12.654384,0.4221865,1102.5289,0.122159034,-0.002506825,1.6493697,12.317594
2379.1743,4.926524,86.480316,5.1543155,1.1299326,85709.914,7.678369,7.123623,1157.2917,5.1672387,-0.00592232,6.731899,11.930353
2257.3354,6.7306643,87.76848,4.2131877,1.2672994,48280.562,11.743047,0.7291347,951.172,4.891624,-0.010606843,1.733211,12.064274
3272.1667,9.7261095,76.77805,0.5276559,10.2485285,119878.06,4.246884,7.1036005,1553.9574,6.4768977,-0.000427353,2.5840974,12.8972645
2110.7544,6.965538,86.038536,3.8321393,2.078839,103951.08,6.4439206,8.706101,1050.733,6.461413,-0.003439832,7.742909,12.239538
3299.0002,10.278722,76.76975,-0.36191335,10.630137,122120.74,3.8379197,7.1079636,1571.1106,6.4543104,-0.016110199,2.190569,12.966899
2640.7727,2.1446178,87.47887,6.896008,-0.023156421,65944.37,8.763028,5.56678,1267.1455,3.6687288,-0.004235852,5.552963,11.611088
2229.6611,6.5948296,86.0924,4.6033273,1.8625822,98271.71,6.875095,8.185472,1093.3938,6.0599957,-0.002814922,7.43029,12.135645
2307.756,6.9607487,87.16598,4.4072356,1.3059449,48323.83,11.756164,0.7797104,978.6095,4.9309645,-0.005210268,1.8816247,12.0381155
2266.349,17.647509,74.15632,3.3704264,0.8836591,35520.793,12.687455,0.38340676,1091.8107,0.08756068,-0.002251807,1.6242356,12.346849
4652.429,53.669918,38.295387,4.5021434,0.9516959,38550.246,26.468115,1.2725393,1634.4302,2.9229817,0.001914022,10.770198,13.00129
4628.3887,53.016407,38.673573,4.419294,1.0036328,37684.4,26.309963,1.0814892,1619.7806,2.9383605,9.28E-05,10.60936,12.979028
2095.9307,6.9412136,86.135544,3.8006337,1.9744105,103847.28,6.3844285,8.705189,1034.6395,6.464547,-0.005523744,7.7462697,12.235737
2080.592,6.8515205,86.16683,3.8220026,2.068094,104812.27,6.2931848,8.714068,1034.4338,6.507968,-0.007425535,7.7285385,12.246806
2108.0552,6.8594418,85.98819,3.8048708,2.0299625,104110.92,6.3494925,8.728964,1056.4786,6.490185,-0.003782841,7.7616243,12.243047
4699.1694,76.24,17.17135,5.4468565,0.8688879,33299.38,23.507124,2.1013503,1673.9479,3.9872007,0.004025218,10.911229,12.422796
3286.8696,9.889974,77.04146,-0.03127352,10.561507,122176.7,3.841538,7.1439013,1565.0547,6.4472365,-0.010892781,2.3159595,12.96305
2342.8308,7.040881,86.96099,4.420323,1.4059014,48190.293,11.803836,0.8188549,1003.475,4.926264,-0.001157406,1.9612226,12.016182
2273.7551,18.135374,73.63303,3.2593405,0.82363486,34842.53,12.741979,0.2883364,1078.3168,-0.003658267,-0.011010486,1.5395079,12.366177
3277.5603,9.64186,76.81928,0.64848834,10.150755,120366.36,4.2516513,7.118006,1547.3285,6.4638724,-0.002198431,2.535293,12.901539
2289.9585,7.4441986,86.650955,4.284571,1.1933153,47335.758,11.794492,0.68590677,967.20764,4.4841046,-0.00686388,1.748486,12.07582
2256.3271,17.76629,74.07904,3.3435109,0.8056624,34750.523,12.662412,0.2872721,1081.8788,-0.07863328,-0.008455235,1.5261846,12.364558
2331.5686,6.997821,87.05196,4.4722276,1.3792171,48636.883,11.69394,0.8446032,995.31116,4.956111,-0.000750887,1.9622865,12.019478
3277.6953,9.880376,76.913475,0.17192586,10.519116,122084.82,3.92176,7.1799994,1552.2395,6.443749,-0.006028208,2.3024817,12.964434
2294.31,5.790148,86.41284,4.5852637,1.4077866,91511.195,7.188972,7.5994043,1127.6483,5.5325627,-0.007074597,7.003221,12.027924
2121.9282,7.203267,85.97636,3.4632447,1.9478242,104005.01,6.324467,8.701433,1044.5051,6.466167,-0.012811559,7.691835,12.236754
4659.1484,53.5829,38.09885,4.296864,0.98325753,37471.85,26.576208,1.0199648,1611.4459,2.8729663,-0.001645061,10.676986,13.00035
4634.9346,52.933186,38.30135,4.685185,1.0973377,38154.88,26.256647,1.2399789,1632.0176,2.9900694,0.002879229,10.729545,12.950683
2651.7405,2.3546903,87.301605,6.8404665,0.009871705,65884.94,8.798591,5.560693,1251.7906,3.6706717,-0.000194925,5.615332,11.605115
2276.0762,17.823801,73.71182,3.415312,0.7925837,35189.91,12.747417,0.40040696,1093.9552,0.033820655,-0.005297291,1.6277351,12.335754
2335.8682,7.0924835,87.05646,4.4943204,1.3851435,48594.758,11.730413,0.8570849,998.33167,4.934912,-0.003327939,1.9783096,12.020038
2150.5403,6.9199705,85.78294,4.206961,2.0287478,101698.234,6.650059,8.531427,1061.1318,6.350865,-0.003031897,7.6584916,12.191458
2626.3774,2.161145,87.62193,6.8959317,-0.04227616,66001.63,8.7655,5.583489,1260.6113,3.6541812,-0.005410123,5.5918593,11.6064825
2642.9102,2.1437376,87.28221,6.9719477,-0.080980554,65608.87,8.8426,5.554707,1258.9877,3.681471,-9.83E-05,5.60019,11.593627
2143.7031,7.1126986,85.78958,3.8378308,2.1237278,103402.84,6.5254283,8.626196,1065.0317,6.442443,-0.003442618,7.7015424,12.23181
2661.456,2.4826763,87.046646,6.9854193,0.053095087,65933.55,8.834059,5.558014,1279.253,3.7214413,0.000965682,5.580341,11.597124
2161.7407,7.189127,85.67199,3.851888,1.983386,102699.484,6.5186143,8.584604,1063.438,6.3917365,-0.004829991,7.668855,12.218246
4642.8022,53.027115,38.319164,4.452314,1.0617447,38349.23,26.420237,1.2358996,1630.5162,2.953546,0.004976493,10.787301,12.973085
2292.0435,17.687143,73.961395,3.49216,0.8430586,35192.547,12.768199,0.34290373,1096.591,0.06574014,-0.003321755,1.6453471,12.348395
2149.5093,7.228711,85.71866,3.8832839,2.1206906,102926.086,6.5326686,8.582982,1071.986,6.402795,-0.005042511,7.6718745,12.230428
2322.4028,12.339498,80.50048,3.965092,1.0761092,41923.82,12.292482,0.6309048,1045.0771,2.366375,-0.000924337,1.7618551,12.192637
2522.7234,21.471912,70.0799,3.499735,0.8690932,35684.902,13.972268,0.5300833,1147.1919,0.4027262,-0.004643011,2.4875593,12.395215
2315.637,6.9516582,87.190865,4.232576,1.4115291,48390.016,11.651708,0.7563828,989.21436,4.895086,-0.007047745,1.8533459,12.034321
4640.141,52.665714,38.896202,4.7298675,0.9546418,39063.508,26.197645,1.3300782,1624.9192,2.9379814,0.006103409,10.659378,12.994279
2104.759,7.025172,86.31869,3.693147,1.9085517,103902.414,6.308496,8.695593,1040.312,6.392475,-0.010717425,7.698366,12.249917
2314.3801,6.737301,87.50702,4.3692718,1.3240051,48208.93,11.74065,0.781253,983.3351,4.875825,-0.005021039,1.8774333,12.040562
2294.914,8.179172,85.6845,4.126964,1.1505561,46265.195,11.975665,0.6972803,976.2062,4.2489076,-0.003251377,1.7941322,12.087111
3266.589,9.514014,77.408485,0.04875406,10.506733,122723.41,3.744535,7.1606145,1551.3157,6.40622,-0.009297627,2.160406,12.969436
2303.8787,17.745907,73.78146,3.567013,0.8336315,35556.56,12.8348465,0.42443335,1103.816,0.118201286,-0.003096375,1.7082562,12.330321
4628.7104,53.010315,37.920944,4.682424,1.125413,37920.613,26.232187,1.2447032,1642.2916,3.0328434,0.008512926,10.7138815,12.942376
2119.735,7.0305233,86.19182,3.6516163,1.999079,103996.52,6.411532,8.71958,1046.5336,6.4378214,-0.006789285,7.7318797,12.240199
2304.9885,6.943553,87.289406,4.36289,1.3858533,48319.695,11.71851,0.7484156,982.8956,4.926748,-0.005066219,1.8556709,12.029437
2847.185,26.517786,65.11474,3.705704,0.8003583,35912.402,16.114653,0.56053746,1207.4396,0.71845007,-0.009970742,3.7066343,12.506151
4648.897,55.067295,36.89388,4.5381827,0.94759893,37420.855,26.402401,1.1901408,1626.3668,2.9105988,-0.000614869,10.640618,12.949966
2213.9011,6.520585,85.93456,4.4477468,1.8228428,98818.82,6.833038,8.291986,1086.0293,6.1459684,-0.003375369,7.5384984,12.141613
2305.5022,17.847406,73.41287,3.424763,0.84642243,35027.96,12.966839,0.35222924,1093.0946,0.034200694,-0.004232648,1.587883,12.326912
2600.2544,1.8694904,88.03008,6.844324,-0.111996904,65889.52,8.686038,5.5859423,1254.0002,3.625254,-0.008956003,5.5648656,11.611389
3293.7231,10.170103,76.78173,-0.06571738,10.56876,122357.914,3.8474374,7.1595716,1564.332,6.4648714,-0.011530357,2.2150273,12.974097
2339.1467,17.626627,73.72349,3.6520264,0.82093763,36161.9,12.730485,0.5153104,1120.0898,0.27762464,-0.001055482,1.7933059,12.302675
2340.598,7.113103,86.92237,4.405786,1.4075985,48411.953,11.73888,0.82825935,1000.797,4.900667,-0.00359455,1.965128,12.02184
4633.255,52.855568,38.169895,4.5520444,1.02545,38280.332,26.317616,1.2233421,1636.0565,2.988111,0.001838309,10.664431,12.951276
2288.1963,18.054422,73.58396,3.4899552,0.82632375,35195.723,12.79756,0.38578522,1094.2814,0.07039741,-0.003292042,1.6789622,12.338486
2348.0234,7.0942764,86.91104,4.544355,1.4165144,48778.254,11.79215,0.84305775,997.88306,4.9604726,4.51E-05,1.9959455,12.008291
2311.3828,17.64895,73.685814,3.5111086,0.8410609,35603.617,12.742574,0.43280995,1106.3905,0.09766629,-0.002411279,1.6578584,12.331292
2424.7014,6.0534334,87.09703,4.9615703,1.0771825,52455.32,11.202888,1.8447992,1063.476,4.6827283,0.000139353,2.7338634,11.927539
3307.8083,10.404154,76.30003,0.027490934,10.389298,120157.57,4.1894536,7.0084887,1582.6085,6.434047,-0.012516472,2.3764696,12.940286
2104.512,6.183957,87.769615,3.9987376,2.18628,103623.49,6.15601,8.517946,1061.967,6.218725,-0.013842437,7.4233103,12.25385
2199.987,7.295229,85.21705,4.095508,2.150128,102127.805,6.6853175,8.520846,1090.026,6.4071345,-0.000880557,7.663218,12.20412
2169.2888,7.3026533,85.58478,3.8201973,2.0561566,102863.33,6.5825753,8.575501,1069.0125,6.4043517,-0.004838291,7.703746,12.220858
2116.5066,6.991661,85.93555,3.687011,2.0262501,103703.91,6.417995,8.6417885,1049.4136,6.4315586,-0.00739077,7.675965,12.236086
2310.935,7.0171013,87.0664,4.472135,1.3097248,48332.973,11.902486,0.8422345,990.25977,4.7456994,0.000107464,1.9544816,12.054041
2120.2307,6.854501,86.18534,3.3280575,2.4287078,105775.13,6.118486,8.697331,1053.9862,6.4767575,-0.011514219,7.4389453,12.305517
3211.4805,9.547866,78.037254,0.33236727,10.132508,121510.766,4.067949,7.2198377,1520.1461,6.3957834,-0.006380665,2.661388,12.919642
2333.685,7.098239,87.183556,4.4989753,1.3569574,48509.48,11.697843,0.83871114,990.3673,4.897288,-0.001241776,1.9824595,12.027616
2650.0144,2.449231,87.28358,6.937405,0.018193467,65810.48,8.782021,5.55288,1278.6783,3.6909885,-0.005298379,5.577636,11.599079
2481.41,5.375617,87.009575,5.3379617,0.9400253,54610.734,10.893412,2.4663875,1116.408,4.5629716,0.004080799,3.2537427,11.865988
4673.754,57.019325,33.80991,4.72224,0.9713712,38140.645,25.829216,1.4601945,1658.6571,3.2148926,-0.000965106,10.747704,12.883352
2355.1455,7.3151255,86.62093,4.4372964,1.4202673,48308.4,11.854344,0.86380804,1013.0497,4.936636,0.000859437,2.0101185,12.012214
2134.7725,7.094143,85.91562,3.732694,2.057268,103250.695,6.452124,8.643123,1056.261,6.422823,-0.005114379,7.700876,12.224682
2292.9578,17.889925,73.680595,3.4391472,0.7955282,35321.8,12.79146,0.37827408,1096.2367,0.05848458,-0.00485501,1.6556334,12.350163
2297.7947,11.023401,82.36042,4.204269,1.0831966,43195.887,12.208199,0.5473968,1004.7506,3.1368787,-0.006531539,1.7109499,12.157925
2157.2915,6.999199,85.590645,3.9594977,2.1519513,103339.32,6.5196424,8.625135,1067.7356,6.441218,-0.00145227,7.687998,12.221302
