,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,WorkAtHome,Employed,SelfEmployed,FamilyWork,Unemployment,State_frequency
37,4411.839,16.363949,63.085346,13.143771,4.7800937,62556.53,15.28212,4.594201,2117.4194,6.1614103,0.14674592,6.836139,11.176348
38,4436.7603,19.310755,58.06049,15.545958,4.2610717,57463.977,16.799582,4.494184,1955.4868,6.0838614,0.13664085,7.9779,10.933109
39,4366.5703,20.084305,54.846188,16.654766,4.066215,54805.76,17.562119,4.3394213,1887.0227,6.047374,0.14808692,8.341344,10.868465
40,4325.9453,17.094242,61.353645,14.113152,4.435731,59674.586,15.7219515,4.559751,2002.2261,6.1104627,0.12793411,7.382815,11.034088
41,4524.187,24.61479,51.828278,16.103317,4.4388623,57544.56,18.268143,4.553092,1903.9618,6.2042108,0.1506553,8.324091,10.940663
42,4296.737,20.05998,54.93347,16.652987,4.164473,55512.418,17.537594,4.207855,1838.0496,6.0910263,0.15229005,8.344463,10.834826
43,4273.413,20.61109,53.490597,17.481089,4.167464,55566.344,17.364002,4.4203367,1834.8469,6.1280994,0.15225144,8.508116,10.813998
44,4432.9834,20.798632,55.00737,16.455503,4.389892,56671.395,17.346687,4.466076,1927.2703,6.0841455,0.14002681,8.183823,10.92532
45,4469.8433,18.443747,63.619957,10.760739,6.4176464,73777.86,14.016435,5.3724294,2133.9448,6.236082,0.17667697,6.517379,11.2000065
46,4449.0576,25.8701,46.288177,20.179487,4.133238,53131.0,19.417555,4.350724,1749.0536,6.2860847,0.17604646,9.271809,10.733924
47,4513.292,16.204643,61.048496,12.929169,4.1170516,66720.09,15.110605,4.471537,2212.7385,6.536472,0.25161162,6.592723,11.251683
48,4330.833,17.8284,58.468422,15.344826,4.166739,56012.082,16.444689,4.4737897,1951.9395,6.1088104,0.15235376,7.8476562,10.939996
49,4327.1816,18.363266,59.03153,14.934398,4.5212283,60490.266,15.819829,4.6510878,1963.8129,6.1468987,0.12978575,7.6396046,11.025879
50,4357.189,18.508528,59.056168,14.927328,4.364747,58357.91,16.451786,4.3960357,1967.8073,6.039662,0.13213044,7.7251987,11.007642
51,4331.042,18.123468,59.842438,14.725904,4.244973,57842.387,16.161177,4.442937,1959.083,6.1033006,0.14181823,7.6994715,10.981819
52,4399.3643,16.684406,62.48497,13.734913,4.4714146,59460.633,15.807428,4.5168624,2033.6864,6.0635214,0.13278086,7.3189435,11.061556
53,4316.2266,15.502873,64.54358,13.309624,5.463594,63490.684,15.358228,4.7852397,2016.527,5.8409038,0.13956548,7.0359335,11.02841
54,4556.5947,17.88795,63.12514,12.079981,5.6117163,70410.47,14.555597,5.220821,2230.7573,6.509741,0.1821356,6.4156594,11.298358
55,4335.762,18.291498,59.246365,14.935269,4.530121,58178.32,16.142601,4.4164405,1974.5934,6.0149326,0.13918947,7.710426,10.986086
56,4364.331,22.683308,51.16347,18.021587,4.155315,54712.59,18.107971,4.2881346,1813.9993,6.214795,0.16530377,8.765544,10.810467
57,4362.409,16.117285,62.747902,13.642207,4.346736,58587.863,15.858612,4.5441504,1989.6981,6.1050167,0.13682926,7.4011993,11.056135
58,4321.899,16.607319,61.72526,14.228483,4.3912396,58135.24,15.939662,4.467873,1981.4922,6.0375247,0.13042268,7.4586954,11.0267105
59,4394.38,15.737167,63.489685,13.495916,4.696751,60594.49,15.505851,4.6008615,2055.676,6.128354,0.1411479,7.023037,11.107651
60,4280.228,16.917324,61.754253,14.061192,4.3267393,59242.652,15.992461,4.4705815,1968.9253,6.0337744,0.13125877,7.4126463,11.002518
61,4649.147,18.63229,62.56806,11.713375,5.501295,74416.79,14.055662,5.4261847,2347.5833,6.750885,0.20646493,5.75462,11.486309
62,4465.4126,30.102861,40.23557,21.833551,3.6791055,52517.164,20.66095,4.320177,1611.7136,6.6163516,0.20060907,9.864404,10.71717
63,4424.374,18.919374,57.05621,16.01906,4.440684,56676.195,17.001776,4.4319224,1940.4319,6.061893,0.13357358,8.076604,10.937603
64,4583.2886,16.98616,64.479256,12.181656,5.3937206,70052.945,14.466764,5.142872,2276.2886,6.4059863,0.19369417,5.926873,11.342903
65,4345.6436,15.919826,63.269966,13.016313,4.575601,62291.184,15.197565,4.5744414,2074.5154,6.4403567,0.16484442,6.8178763,11.137413
66,4276.688,21.281332,50.031895,18.372631,4.07914,51870.844,18.436176,4.241754,1806.5889,6.221708,0.16349144,8.900128,10.768912
67,4415.6934,17.257862,61.245777,12.059587,4.0209756,64119.684,15.375384,4.5170665,2189.5608,6.709137,0.25575134,6.6250997,11.236015
68,4516.257,18.232897,62.9414,12.002736,6.2570596,70991.984,14.484425,5.595277,2133.883,6.451778,0.16607933,6.665211,11.133333
69,4407.895,16.248528,62.009724,14.062341,4.3941865,59145.21,15.840072,4.506495,2059.404,6.138044,0.14440477,7.210332,11.081832
70,4501.888,17.564438,62.87058,12.529203,4.90813,66529.71,14.696782,4.860773,2210.9248,6.390599,0.16794181,6.473117,11.302815
71,4446.839,17.45287,63.250435,12.492312,5.407541,65999.766,15.008089,5.0537896,2100.5117,6.2454133,0.14170401,6.9213185,11.090403
72,4455.7764,17.707113,61.65145,13.737593,4.641017,60388.38,15.810843,4.618303,2063.2168,6.265559,0.14636365,7.281469,11.077726
73,4099.728,14.572197,60.475616,12.057957,3.0423636,58400.81,16.418518,3.8958566,1994.6285,7.0990844,0.31370547,7.6698875,10.972445
74,4525.556,17.49407,62.519566,12.243905,4.95459,69293.85,14.494436,4.8764577,2270.8958,6.5198197,0.20397803,6.200647,11.336456
75,4473.3364,19.50272,57.176888,15.498559,4.9728317,60265.902,16.306032,4.7574244,2057.467,6.2711396,0.14534552,7.4765263,11.074409
76,4414.4976,16.890541,60.59908,12.818292,3.8105578,67605.94,15.468258,4.5204573,2174.721,6.877897,0.3035051,6.5257564,11.250089
77,4340.65,22.357935,49.637535,19.135294,4.25187,52263.332,18.789389,4.2151437,1784.7327,6.05137,0.16657367,8.897608,10.748248
78,4580.15,16.495354,66.42746,11.57061,6.0497026,73791.734,14.010889,5.763298,2244.7778,6.5817943,0.18366699,6.0763993,11.272186
79,4724.075,17.396147,63.86968,12.103005,5.338145,72884.17,14.17931,5.2399907,2375.1548,6.6501093,0.22916773,5.6435504,11.397065
80,4271.816,15.986069,62.28465,13.109892,4.2877626,58240.375,15.838595,4.3737826,2011.5375,6.3406086,0.16922568,7.3435154,11.074036
81,4398.9224,22.344555,49.07263,18.78999,4.396543,54205.195,18.369665,4.291419,1835.2062,6.1816363,0.15584649,8.882993,10.811957
82,4352.859,17.626507,60.851707,14.251603,4.252678,57756.188,16.110374,4.488573,1986.384,6.122985,0.14118472,7.599652,11.043555
83,4434.545,16.142702,64.98941,12.461977,5.4439564,65970.016,14.865595,4.8943596,2132.4802,6.163322,0.15444711,6.6071944,11.15762
84,4348.972,17.321491,60.991344,14.517195,4.3333807,58121.035,16.097868,4.426048,1974.5303,5.9771605,0.13016039,7.6123023,10.992626
85,4479.411,16.207718,64.4303,12.532814,5.0374875,64888.375,15.022003,4.812968,2167.0671,6.248058,0.1629414,6.502985,11.205508
86,4464.3013,17.6022,62.832134,12.462358,5.157583,67106.586,14.7270775,4.8904643,2194.4722,6.327667,0.16516015,6.490961,11.287114
87,4347.812,19.325396,57.398415,15.648652,4.161816,57406.54,16.729744,4.396138,1900.5961,6.0355988,0.13886185,7.986134,10.904429
88,4326.546,17.808182,58.9457,15.5785,4.2898946,57332.527,16.410881,4.460129,1931.2302,5.988381,0.13350073,7.7660027,10.985455
89,4458.196,23.84174,49.93561,18.379013,4.0434976,54553.582,18.873785,4.245268,1781.7133,6.202594,0.18630779,8.750156,10.755534
90,4367.0503,22.67908,51.025745,18.004494,4.371018,55343.1,18.114904,4.2248087,1835.1602,6.1515465,0.15830381,8.658785,10.818447
91,4627.6353,15.716755,67.07579,11.57344,6.3056893,71861.1,14.444068,5.784101,2210.7253,6.3571362,0.17859377,6.4767776,11.157885
92,4544.0767,15.072934,67.58584,11.114874,6.0537333,71273.945,14.162475,5.578982,2130.4292,6.23107,0.18100484,6.414747,11.133998
93,4408.127,18.209377,59.680218,14.629878,4.3849096,57885.51,16.43818,4.462286,2002.9744,6.1399007,0.13852789,7.569116,11.032688
94,4218.51,16.043304,59.379387,14.200247,3.5992932,55469.816,16.507399,4.129883,1915.1996,6.3515053,0.16935953,7.8616652,10.943769
95,4133.2217,14.7930565,60.807705,11.112792,2.8857572,59751.965,16.206839,3.9833374,2042.7089,7.136073,0.32895315,7.661482,11.011013
96,4378.7134,18.751818,56.820324,16.415014,4.3610735,55852.918,16.910814,4.3922815,1903.9962,5.9706054,0.13238233,8.196592,10.907818
97,4358.9175,17.9749,58.854614,14.528686,4.322151,56338.156,16.59662,4.3193493,1972.785,6.210237,0.14994533,7.801218,11.0022
98,4464.8364,16.795767,63.784904,12.567711,5.0173283,66601.484,14.757142,4.7767706,2189.1392,6.3455963,0.17513664,6.327082,11.286853
99,4380.0615,15.957466,63.240387,13.264605,4.655003,61146.72,15.384724,4.5534353,2072.4094,6.213448,0.14585617,6.953238,11.121636
100,4279.73,16.956478,60.66002,12.912253,4.1299586,62377.773,15.906539,4.23194,2071.5571,6.632226,0.24436973,6.9448247,11.196181
101,4467.8774,20.720873,53.217476,17.267267,4.2850204,54915.418,17.784264,4.408369,1888.0663,6.1321945,0.1446284,8.556633,10.889849
102,4580.6865,16.909456,64.40622,12.623378,5.7463903,68440.91,14.900553,5.3116255,2159.194,6.1360216,0.1673334,6.5721335,11.111202
103,4399.44,15.560944,65.61926,12.049763,5.850126,67998.64,14.466608,5.076511,2096.3293,6.070577,0.15528405,6.5999513,11.161997
104,4458.5854,19.832912,59.213394,14.519938,5.806843,65700.66,15.770402,5.1710925,2014.0554,5.9495096,0.14293493,7.179741,11.019929
105,4443.405,16.592278,64.984665,11.640803,5.5794044,68098.45,14.436408,5.242772,2112.889,6.4199505,0.15768282,6.6645226,11.19514
106,4373.213,16.680014,62.746967,13.339549,4.8892136,61200.625,15.512735,4.5979214,2062.6978,6.144378,0.14402016,7.0589576,11.121019
107,4241.0757,16.748373,59.612446,12.179221,3.7668703,60675.867,15.899982,4.0583177,2093.0308,6.960312,0.2887521,7.211829,11.085351
108,4402.686,16.721935,62.49909,13.559107,4.6362314,60848.945,15.6308975,4.62176,2066.1052,6.1529694,0.14103657,7.1939383,11.085868
109,4224.4414,16.914864,58.90774,15.245292,3.9917524,55391.434,16.63151,4.114577,1887.6901,6.0923524,0.15679495,8.062679,10.925456
110,4417.4795,19.17107,57.35694,15.794431,4.158163,56378.035,17.012445,4.430994,1933.4424,6.1181645,0.13549164,8.031052,10.943716
111,4420.52,15.765046,63.28864,13.625524,4.469106,60061.516,15.642861,4.5813317,2057.8005,6.165843,0.13806517,7.1220465,11.096494
112,4431.2876,16.64803,64.24402,12.180879,5.5805845,67747.73,14.584282,5.126863,2136.7786,6.2342033,0.15193966,6.580307,11.23912
113,4323.592,16.286106,59.226147,14.439006,4.202904,56520.402,16.118834,4.3435526,1998.3835,6.544405,0.16151993,7.6346536,10.963205
114,4324.852,15.483268,63.13579,12.759792,4.674751,62087.57,15.173627,4.5422606,2074.4385,6.3292723,0.17160109,6.988836,11.15538
115,4532.8525,17.845001,63.539433,11.883378,5.7208476,70868.79,14.151923,5.3338585,2228.8696,6.4045544,0.16783266,6.454519,11.2866
116,4350.7227,22.119745,51.673878,17.536053,4.0611024,54743.684,18.128183,4.2708774,1831.2611,6.214441,0.16406214,8.606598,10.825766
117,4362.7446,21.53218,49.785236,18.513649,4.103672,50904.402,18.75135,4.1179895,1784.7844,6.1684365,0.18981813,9.137834,10.690246
118,4404.2803,20.680317,53.055866,17.6417,4.4485974,55716.79,17.591764,4.4361224,1892.7354,6.1133866,0.14462084,8.451319,10.880128
119,4386.627,18.222183,58.501266,15.514685,4.0734806,56274.15,16.5901,4.4186225,1948.8138,6.0051994,0.13346757,8.017117,10.93318
120,4391.6514,16.67057,62.45947,13.675493,4.7439785,60888.668,15.563769,4.772235,1999.6399,6.110637,0.14045243,7.2778354,11.042157
121,4525.4766,16.678648,64.06919,12.683994,5.331135,65046.453,15.0951395,4.9072914,2123.171,6.066128,0.140981,6.8616514,11.11727
122,4303.6147,17.950167,57.58582,15.1833935,4.072804,54870.254,16.893476,4.324879,1941.9504,6.305584,0.15972884,8.001968,10.963411
123,4377.141,24.4016,47.768295,18.8778,4.1811123,53429.71,18.932074,4.248762,1771.3735,6.3858113,0.17686217,9.165612,10.737348
124,4256.3423,16.670252,58.051704,13.773941,3.7207868,61693.414,16.33861,3.9769697,2042.3394,6.602476,0.29722798,7.4802027,11.085169
125,4321.499,16.808313,61.61773,13.937091,4.516126,59645.656,15.677355,4.4663024,2014.7148,6.1680255,0.14372818,7.361745,11.060683
126,4535.488,16.996197,65.12472,11.787401,6.3274846,71922.01,14.37711,5.5381184,2202.535,6.32057,0.16847943,6.414629,11.234797
127,4375.202,23.027746,49.87299,18.096176,4.2032695,54850.664,18.500988,4.2297416,1822.9022,6.252381,0.15396039,8.743666,10.855092
128,4253.0938,19.143322,54.576614,17.349272,4.0648007,54488.016,17.051271,4.388686,1884.6117,6.234855,0.16709846,8.47144,10.881921
129,4449.5767,18.429712,60.857803,13.932214,4.7478805,62499.758,15.60493,4.877073,2003.8331,6.14288,0.1376155,7.4932814,11.006619
130,4475.5522,24.50839,48.284225,19.444113,4.386236,55396.344,18.541565,4.2564855,1795.5735,6.235903,0.17331332,9.124704,10.740751
131,4181.13,15.257346,60.548088,14.089604,3.9142601,55850.383,15.958651,4.2819057,1928.1167,6.3990197,0.17562297,7.734829,10.980857
132,4424.652,19.63881,56.31138,15.919265,4.2979717,56043.6,17.228579,4.397145,1928.6459,6.1199503,0.13672142,8.079087,10.954169
133,4501.9673,16.349943,64.86646,12.005633,5.4067726,66865.18,14.57808,5.1014514,2139.6072,6.2502255,0.14938939,6.648481,11.190385
134,4498.491,17.734524,62.606983,12.521238,4.8647017,66276.38,14.912321,4.815831,2191.883,6.425319,0.17983131,6.387406,11.333531
135,4307.2524,16.121925,61.06928,14.14525,4.2260737,57314.93,15.89311,4.3846354,2015.0188,6.2672043,0.16546303,7.338724,11.039734
136,4352.4683,20.883408,53.612087,17.188004,4.204883,55218.777,17.69343,4.332834,1875.644,6.074365,0.14765865,8.400711,10.872454
137,4454.646,17.035696,62.22208,13.39961,4.796429,61275.22,15.617201,4.746158,2054.1392,6.2608676,0.14059529,7.1940327,11.098406
138,4404.73,17.623413,61.535873,13.922123,4.677791,61236.387,15.705012,4.605175,2053.0762,6.1052375,0.13883364,7.225408,11.076627
139,4471.864,16.519695,63.513367,12.838696,4.6852913,63847.074,15.092111,4.675314,2162.3818,6.3135867,0.15869485,6.696775,11.1778965
140,4317.71,14.940082,63.475925,13.061441,4.117313,60335.0,15.9217205,4.3566957,2015.4877,6.4113083,0.18726158,7.258246,11.064024
141,4672.6274,17.038279,63.851532,12.579424,4.6123357,72180.51,13.989892,5.077408,2343.4832,6.622006,0.21806672,5.8551874,11.398442
142,4395.188,23.813166,48.325394,18.648247,4.252915,53424.52,19.062803,4.231441,1817.6257,6.253746,0.15728348,8.9201,10.775719
143,4403.8877,16.670692,62.287766,13.663659,4.750309,60450.152,15.613606,4.531522,2081.9033,6.1241937,0.1408967,7.1192946,11.100545
144,4401.5107,16.45558,62.507576,13.514331,4.7706733,60697.527,15.604653,4.7052884,2042.3541,6.2544,0.1442522,7.120295,11.101288
145,4067.041,14.340228,61.221954,12.939959,3.5420256,57107.74,16.495802,3.9087114,1909.0182,6.585778,0.25057226,7.849892,10.989635
146,4549.454,20.748207,57.705425,14.834279,5.840766,65064.457,15.9883,5.4027214,2011.4149,6.285892,0.1451165,7.4491706,10.977774
147,4521.195,16.613882,65.516304,11.728155,6.406637,72866.24,14.310063,5.58375,2171.4507,6.234301,0.1794922,6.3362384,11.189349
148,4545.794,16.698627,63.0239,13.195147,4.5405784,67771.516,14.693373,4.7873654,2232.4304,6.407426,0.19210792,6.1903596,11.302509
149,4704.4824,16.01235,66.79614,10.963595,7.3611703,76888.48,13.805805,6.0380774,2315.507,6.0588865,0.19671422,6.089912,11.275608
150,4508.012,16.879822,62.657967,13.339933,5.1479406,64899.293,15.21505,4.7279224,2193.4233,6.046246,0.1555113,6.5737853,11.247591
151,4307.203,15.671895,63.735035,12.886649,4.6194625,61334.652,15.267328,4.7128525,2000.969,6.2014117,0.14228006,7.1591787,11.11176
152,4403.191,17.746252,59.489185,14.872651,4.3675404,57187.305,16.475224,4.5151205,1988.0492,6.1451297,0.13835308,7.690353,10.987465
153,4361.8784,15.989151,62.6275,13.761331,4.5599313,59839.67,15.682516,4.4917583,2050.601,6.1327944,0.15086924,7.09878,11.112702
154,4298.429,16.027925,60.43542,14.554503,3.9285958,56102.49,16.199785,4.280309,1941.6093,6.07432,0.14330982,7.879807,10.931481
155,4514.275,15.806137,64.71294,12.993109,5.44602,65353.33,15.078512,4.992536,2139.7375,6.0968695,0.14980337,6.662288,11.115098
156,4424.3633,16.381224,63.970367,12.609733,5.272531,65313.07,14.866779,4.7599635,2136.8203,6.141431,0.15709706,6.542508,11.240382
157,4405.362,21.322731,51.75053,17.972181,4.286822,55083.36,17.935257,4.29029,1841.9418,6.1734705,0.15618289,8.703599,10.820367
158,4415.943,20.512947,55.986717,15.936828,4.270308,56775.375,17.130417,4.479894,1957.2747,6.124334,0.14323519,8.02751,10.944895
159,4276.068,14.500083,61.891945,14.095587,3.8906837,57182.633,16.221724,4.311651,1938.8018,6.13469,0.16635849,7.818868,11.007784
160,4513.848,16.46156,65.325226,12.055073,4.944444,66171.39,14.651383,5.200533,2143.1287,6.567684,0.16591942,6.6186767,11.164003
161,3897.6956,15.990987,54.813362,12.756815,1.9640942,55933.13,18.451008,3.3097482,1920.5815,7.3399343,0.46700978,8.606299,10.944521
162,4362.35,22.41257,50.14846,18.722164,4.4220405,54576.18,18.043367,4.3403087,1817.2576,6.124377,0.16431944,8.781628,10.771427
163,4391.4062,24.629412,48.807125,18.498735,3.7616813,54593.336,18.523758,4.444839,1823.3582,6.418093,0.16214567,8.935588,10.892346
164,4500.9414,17.917456,63.30779,12.472224,5.874628,69205.914,14.625472,5.347487,2144.3667,6.2533092,0.15544574,6.7063174,11.153268
165,4571.021,18.147512,65.55903,9.942956,8.004987,81082.76,13.354351,6.2414727,2196.0642,6.2716575,0.20104095,6.260772,11.208221
166,4378.2705,25.353262,48.225582,18.885569,3.6764097,54489.285,18.839598,4.4140644,1764.1777,6.422002,0.17034705,9.037656,10.849479
167,4476.994,17.726765,59.22397,14.919382,4.20025,56078.69,16.671015,4.5141006,1985.8903,6.126505,0.13974698,7.9224296,10.973884
168,4390.414,16.667385,61.948624,13.963764,4.6962366,60231.035,15.750295,4.534052,2041.9631,6.0961447,0.13570988,7.266326,11.098158
169,4307.5366,18.22262,56.235573,15.928843,4.122722,54213.133,17.0203,4.2973495,1908.2145,6.149161,0.1509481,8.169414,10.918947
170,4518.6284,16.365923,64.64647,12.311152,5.0222726,66562.53,14.587767,4.901189,2201.9158,6.303395,0.16644773,6.3414507,11.245054
171,4213.508,14.791339,61.141438,13.8271055,3.834445,57363.812,15.850937,4.2585506,1924.0673,6.278745,0.1657173,7.813464,10.943723
172,4358.2583,19.288382,56.132374,16.32413,4.3577533,56415.543,17.033352,4.3478074,1933.0466,6.1040783,0.14301302,8.031336,10.936394
173,4343.9976,20.466417,55.096905,16.957464,4.3831606,57946.69,16.949057,4.4025426,1900.7871,6.0889683,0.14301713,8.254476,10.899059
174,4310.5923,18.334116,58.895855,15.714507,4.369322,57509.508,16.295103,4.5545406,1936.7932,6.1345334,0.14681661,7.8144965,10.933512
175,4400.3877,19.386646,56.59633,16.26067,4.4088945,56608.723,17.028635,4.4314322,1913.4149,6.0655346,0.13456994,8.188817,10.902049
176,4257.6826,19.279005,55.378475,15.784008,3.8893085,55327.574,17.095844,4.2240105,1878.9154,6.357953,0.16094333,8.324305,10.864418
177,4248.4014,15.66402,61.635395,13.897995,4.4085402,58297.14,15.860142,4.3408184,1983.2544,6.286334,0.15890956,7.242153,11.082859
178,4484.5723,30.281616,40.359993,21.651218,3.952352,53835.69,20.402424,4.2475157,1654.2635,6.575033,0.20637618,9.880583,10.685434
179,4393.6436,22.519438,51.31211,18.21144,4.2992187,55669.227,18.031067,4.3022747,1838.5835,6.2190304,0.15423842,8.663023,10.8345785
180,4453.9956,20.22289,59.920876,13.173627,5.603516,67474.39,15.084838,5.4193788,2023.5134,6.514773,0.15204822,7.290191,11.113587
181,4400.2617,16.530468,61.25163,12.554894,4.148738,64573.055,15.649955,4.333941,2131.4675,6.34655,0.24357505,6.9192834,11.179556
182,4456.049,16.558977,65.08759,12.053522,5.7066507,68661.47,14.585772,5.27217,2125.1465,6.3354483,0.15388002,6.637517,11.17284
183,4340.8926,19.665564,56.54005,16.44028,4.2740703,56067.54,17.00716,4.471787,1903.144,6.03125,0.14090642,8.072753,10.915483
184,4519.7637,17.254734,62.38389,12.741485,4.736121,67187.4,14.746799,4.8098416,2236.0935,6.566494,0.1982245,6.2591925,11.293065
185,4363.313,19.117456,58.73857,15.289912,4.1266327,57599.184,16.418997,4.496657,1950.0238,6.050808,0.13857661,7.84198,10.974294
186,4532.9404,16.446781,64.21744,12.766287,5.7385516,66445.64,15.030093,5.0166535,2133.3606,5.939939,0.15682134,6.6400356,11.090341
187,4487.891,17.334723,62.984123,12.630138,5.169756,69498.16,14.2981205,4.9415693,2246.9294,6.308131,0.17971908,6.1437516,11.357992
188,4538.323,17.528492,63.587955,12.072316,4.959907,68248.04,14.469067,4.971618,2242.7358,6.601293,0.1924024,6.210574,11.319612
189,4285.837,16.946093,60.116722,11.547262,3.8986237,62855.395,15.765985,4.27241,2141.7827,6.9904737,0.29712558,7.052223,11.135996
190,4342.3193,15.418118,62.9423,13.582615,4.4287987,59493.887,15.589008,4.4870887,2030.7103,6.2268147,0.14973177,7.0993752,11.0967455
191,4485.014,15.909672,64.868835,12.449478,5.014874,64611.777,14.96414,4.954069,2128.8867,6.3670826,0.15444095,6.63194,11.163551
192,4466.6665,17.919563,61.102783,13.654399,4.524901,60448.426,15.819984,4.6413465,2021.7887,6.176916,0.13194118,7.4264417,11.098479
193,4531.6562,16.64218,65.285095,11.639503,5.152707,67407.984,14.668462,5.113049,2187.001,6.4399734,0.17394345,6.577583,11.223049
