,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,WorkAtHome,Employed,SelfEmployed,FamilyWork,Unemployment,State_frequency
38,4466.45,16.023222,62.735943,13.345204,4.3597517,63296.29,15.22527,5.2406893,2122.892,6.400318,0.1535834,6.996518,10.969358
39,4447.0195,16.987608,62.109074,12.038645,5.177483,69201.836,15.140858,4.738249,2094.9922,6.195724,0.15376632,6.7995973,11.050077
40,4249.9946,20.158165,57.107746,13.047311,5.9490724,58637.363,17.547338,4.1814156,1989.513,6.4261255,0.15371579,7.2539907,11.14693
41,4275.689,15.824345,60.158302,16.199108,4.3498063,58065.953,18.68039,4.197513,1978.1195,5.8759756,0.15402578,7.401757,10.991145
42,4385.815,16.016945,64.49142,11.924142,4.274387,59190.793,16.5065,4.6599593,2033.246,5.8923583,0.15395881,6.8039956,10.9289465
43,4256.801,17.187443,62.977898,11.977152,4.5417356,64094.516,15.864742,4.8892365,2014.4482,6.2099752,0.15394858,6.6630464,11.025364
44,4445.8745,16.670403,63.11317,12.316692,4.579287,62925.75,15.340817,4.4967284,2126.9333,5.854565,0.15386996,6.8806047,11.084821
45,4207.3213,16.544716,62.45693,12.728061,4.8177123,63627.137,16.343563,4.785328,1993.8152,6.000994,0.15385629,7.237649,11.156724
46,4408.412,15.915731,64.20123,12.043931,4.2918677,57605.586,17.758179,4.870584,2066.8718,6.4969525,0.15375978,7.479576,11.008578
47,4837.136,16.00365,63.448288,12.038169,5.005651,65804.02,15.052913,4.431189,2402.7952,5.9349837,0.15366216,6.7347794,10.947705
48,4469.649,17.420479,62.8951,12.073588,4.3588095,60131.48,15.743359,4.3317184,2098.913,6.23165,0.15402517,6.739703,11.00083
49,4434.189,15.953307,63.10969,12.88859,4.892046,63712.055,15.014278,4.6459174,2095.7307,6.5328007,0.15391062,7.003003,11.092912
50,4328.9424,16.271511,63.71719,11.87499,4.662692,73410.125,14.800144,5.263735,2031.1621,5.8321457,0.154318,6.8389072,11.198145
51,4350.511,16.3992,63.682556,11.855624,4.5398836,71544.875,14.521671,4.7355003,2055.1665,6.1913743,0.15383853,6.7353067,11.1564865
52,4169.723,16.060621,64.56648,11.887107,4.3117833,64960.344,15.246591,4.6553845,1946.0397,5.8808184,0.1540517,6.8579626,11.023921
53,4364.2324,15.831498,64.43701,11.932726,4.497908,68833.86,14.876391,5.570074,2023.2511,7.2776074,0.15373608,7.0525723,10.981574
54,4208.269,16.321276,63.87202,11.806048,4.639394,67859.68,14.330615,4.633483,1974.1654,6.3265066,0.15357733,6.601462,11.14497
55,4188.4155,15.56987,62.833767,13.406678,4.3496842,60058.715,16.703032,4.339866,1947.3505,6.2590575,0.15396835,7.00848,11.127214
56,4253.3975,16.979095,63.076393,11.90004,4.4062486,63674.465,15.885309,4.7336726,1987.457,6.583397,0.15396494,6.570581,10.999558
57,4374.849,17.394096,61.551907,12.733723,4.761352,61709.504,15.130003,4.406303,2087.543,6.062066,0.15399526,6.9235773,11.187431
58,4581.8447,16.029436,64.51503,11.858223,4.52982,62983.85,14.953883,4.3476186,2175.037,6.052005,0.15390474,6.9828305,10.95403
59,4524.8687,16.98087,62.131557,12.246559,4.7917914,65679.82,15.012303,4.855983,2102.1306,6.0961285,0.1535927,7.149848,10.921104
60,4404.6865,15.864213,64.67652,11.7610855,4.575811,63808.336,14.573475,4.444514,2096.3604,6.039546,0.1539767,7.172546,10.979157
61,4401.152,15.803862,64.673195,11.953072,4.284821,63724.945,14.710614,4.5035896,2076.829,5.8119636,0.15383269,6.836609,11.005538
62,4319.1626,15.918613,63.985718,12.33414,4.2801337,58114.25,17.837627,5.0122848,1976.6074,6.3560295,0.15384346,7.5054107,11.009259
63,4312.544,16.974081,61.979153,11.943718,5.628786,63391.41,15.088048,4.401151,2048.9102,6.2085195,0.15372244,6.738668,11.154064
64,4254.1978,16.243546,63.36895,12.250565,4.682579,64411.98,15.535277,4.6937213,1992.8212,6.013662,0.15389165,7.1083183,11.019287
65,4239.042,22.232018,57.49524,11.9927635,4.393398,61021.33,15.502481,4.6815057,1985.0286,7.3332605,0.15398759,7.585774,11.244573
66,4770.4946,15.400672,61.612976,12.182874,7.2823224,73308.33,15.155377,5.186482,2253.0688,6.323425,0.15359566,7.117336,11.209693
67,4289.8066,16.578651,62.237766,12.675226,5.0725703,64168.633,14.782426,4.6795526,2027.8604,5.946745,0.15418607,7.0043306,11.138176
68,4470.445,16.3042,62.740425,12.122738,4.618736,65050.438,15.4211445,5.210543,2077.5227,6.213014,0.15423624,7.316182,10.781542
69,4464.262,15.77069,64.72687,11.997572,4.3255286,60676.348,14.982995,4.887913,2119.8872,5.8111453,0.15392992,6.898825,11.119103
70,4211.6206,16.533049,63.380978,11.820228,4.499639,72529.4,14.615091,4.91818,1969.1707,6.6957827,0.15362771,6.7975855,11.253926
71,4420.3794,19.088726,59.169334,13.892009,4.3363695,59165.02,16.856504,4.419484,2025.5709,6.2016273,0.15407594,7.8403983,10.884386
72,4441.4893,15.711774,64.39103,12.112211,4.462661,62994.64,15.231073,5.1329656,2087.7458,5.975145,0.15387522,7.0826974,11.131821
73,4113.8237,15.8190565,64.17827,12.125602,4.5712137,60879.26,15.464135,4.7307353,1927.5576,5.908159,0.15376322,7.499394,11.109155
74,4356.121,15.733092,63.087017,13.428064,4.3097973,61025.734,15.621741,4.347622,2058.6116,5.6855373,0.15406209,6.7793884,10.960715
75,4793.6646,17.18421,62.14644,12.334938,4.577088,62885.457,15.135522,4.404721,2295.2024,6.0359116,0.1539719,6.8083806,10.957086
76,4062.3433,15.74487,64.64692,12.105746,4.28346,58771.582,16.422655,4.28758,1908.386,6.0750456,0.15390748,7.7031794,11.125921
77,4498.5386,17.763245,61.853516,12.230022,4.457728,59615.555,16.275763,4.913383,2085.5552,6.855748,0.15404324,7.043998,11.010948
78,4300.2173,16.13091,61.502106,14.499226,4.4523335,59139.023,17.054749,4.5649624,1999.8182,6.261914,0.15408197,7.3185396,10.998391
79,4347.782,15.550372,65.13731,11.834439,4.308375,58283.86,16.111408,4.4416213,2020.342,5.8546658,0.15401724,7.066028,10.987955
80,4322.264,18.09746,60.290447,12.949277,4.9303513,58666.125,16.691793,4.5577006,2021.5829,6.15056,0.15404317,7.263001,11.211414
81,4604.744,17.343395,61.20571,13.21632,4.7811704,62380.855,15.032679,4.489004,2192.8357,6.238779,0.15398063,6.999506,10.966797
82,4420.341,16.132738,64.19142,12.089022,4.2911406,58955.09,16.868181,4.5508094,2039.753,6.031743,0.15393315,6.9921627,11.017273
83,4447.1426,15.919869,64.78973,11.843827,4.3660474,65640.58,14.778922,4.66713,2097.5837,6.2138195,0.15379624,7.053524,10.9760895
84,4204.223,15.843848,64.70536,12.05292,4.2841663,60183.492,16.40885,4.4678717,1941.5259,6.0465736,0.15394299,6.9683366,10.96645
85,4137.646,15.859799,62.463364,12.008464,5.789226,65721.31,14.77691,4.4062886,1980.2291,5.820854,0.1539905,6.7727647,11.075461
86,4289.428,15.636116,62.38951,12.3232155,5.966959,68200.32,15.034478,5.096331,2028.4352,6.2556863,0.15339369,6.83594,11.059643
87,4577.2686,16.367674,63.61268,12.035414,4.581692,65487.164,15.068539,4.7379236,2154.895,6.122479,0.1538581,6.873313,11.023662
88,4363.453,16.108511,63.367523,12.482127,4.6605406,64366.46,14.868312,4.621114,2062.8198,6.2105865,0.15392135,6.8509274,11.018759
89,4620.8193,15.941905,63.09694,12.065206,5.5519757,66802.43,14.689992,4.6834354,2217.9773,5.908812,0.15372883,6.8565416,11.074828
90,4395.499,23.496075,55.9087,13.124274,4.241394,57268.684,20.014315,4.261351,1945.423,5.9103937,0.15458497,8.617802,11.072919
91,4423.2363,16.163542,64.09332,12.037786,4.326338,64168.023,15.12057,5.5445743,2053.5312,6.4112773,0.15379594,6.918487,10.999368
92,4353.4453,15.949923,63.849712,11.848018,4.999398,64229.62,15.04475,4.329643,2062.2673,5.8858356,0.15388359,7.1107206,11.191549
93,4360.5283,16.539429,63.679752,12.072495,4.3354383,63605.574,14.871437,4.925863,2079.9377,6.008965,0.15386598,6.810146,11.167146
94,4534.7954,16.012688,63.167194,12.615547,4.526605,62538.426,14.974015,4.790034,2138.5176,5.7841544,0.15389386,6.9061646,11.001169
95,4108.957,16.333147,64.30276,11.819854,4.4534054,60277.39,15.427806,4.277697,1933.7205,5.8808594,0.15396634,7.500747,10.906736
96,4867.656,18.35647,61.21178,12.018114,4.753842,65092.04,15.368106,5.0504355,2289.2595,5.7419577,0.15368661,7.248578,11.040569
97,4363.0537,16.694551,61.665257,12.295171,5.5961037,71384.95,14.766777,4.7312465,2040.9021,6.3142653,0.15383148,6.9852614,11.040703
98,4811.9087,15.50037,64.34002,12.129265,4.806142,66251.26,15.06242,4.745729,2382.2058,5.8879795,0.15361646,6.7052197,11.022677
99,4275.649,15.540701,64.09373,12.141622,4.75481,58434.75,16.34886,4.586233,2012.7079,5.828248,0.1538844,7.0598774,11.087047
100,4298.919,17.385366,63.10429,11.886543,4.336291,62937.812,14.80608,4.660302,2032.0067,6.007855,0.15384649,6.9148088,11.086563
101,4262.4595,16.319384,60.629025,12.230041,7.394114,66240.31,15.346473,4.88802,2001.667,6.1129117,0.15430313,6.9823904,11.049407
102,4437.3403,16.898594,63.232834,12.07805,4.559364,62380.703,15.466745,4.6463003,2105.9753,5.9879565,0.15386148,6.869076,11.020443
103,4327.0474,16.617687,61.82793,12.064454,5.604364,64354.86,15.425304,4.4553676,2064.2021,6.034235,0.15399589,6.777944,11.242608
104,4269.796,16.79945,62.98559,11.82309,4.763524,63736.96,15.352246,4.734916,2036.5248,6.2653093,0.15398297,6.691633,11.009091
105,4475.589,16.077522,60.95898,12.833187,6.170509,67375.49,14.9610615,5.1516037,2111.636,5.9958186,0.15359491,7.135277,11.266307
106,4378.5557,15.849011,64.464005,12.030297,4.3341465,59939.035,16.050533,4.498933,2055.4304,5.9818125,0.15394408,6.9071608,11.127487
107,4494.2905,19.87858,59.714447,12.145539,4.7469583,61359.87,15.778875,4.284656,2108.9788,6.010121,0.1541217,7.2784514,11.228334
108,4438.6484,19.027445,60.868862,12.082978,4.420251,64189.387,14.852966,4.345128,2115.7654,5.681596,0.15394622,6.9859705,11.226953
109,4574.938,15.73861,63.36913,12.287994,5.679881,64743.15,15.073144,4.5772433,2236.35,5.8193693,0.15374404,6.7001605,11.038237
110,4261.25,15.534047,63.920155,12.013317,4.7369494,63697.46,15.36599,4.8963194,2032.8778,6.4944925,0.15374215,6.848711,11.218101
111,4576.7954,15.894269,64.65318,11.94186,4.3204107,59582.56,15.800971,4.602729,2118.3394,6.036771,0.15390259,7.115906,11.04002
112,4826.823,16.11013,63.15787,12.763383,4.3627915,60845.727,15.594822,4.3830132,2297.2302,6.241801,0.1540528,6.813057,11.002543
113,4791.019,16.431734,62.29845,13.156814,4.97783,62584.055,15.112318,4.615699,2236.1401,6.1887226,0.1537023,7.7713056,11.021434
114,4398.451,15.711946,63.62065,12.645694,4.8079267,60996.62,16.030386,4.347691,2062.0532,6.017042,0.15399684,6.939892,11.121215
115,4391.461,15.975375,64.000175,12.122809,4.5270553,63283.215,15.04963,4.645809,2060.6995,6.1510286,0.1536296,7.2321196,11.000893
116,4414.685,17.416447,57.926983,16.132181,4.8857036,57523.73,20.05755,4.302677,2017.2458,5.9463954,0.15421045,7.754865,11.186216
117,4760.7285,16.126139,62.556923,12.523174,4.932361,71918.555,14.615257,5.4555726,2272.2134,6.068337,0.1535152,6.9710517,11.045327
118,4574.1836,16.13731,62.376842,13.67744,4.4410734,60706.906,15.249147,4.3133407,2180.3164,5.990969,0.15394151,6.952123,11.031991
119,4441.308,18.007137,59.82297,13.108122,5.0969286,64180.895,14.775887,4.9881353,2142.639,6.0645275,0.15370218,7.3410273,11.043804
120,4315.075,16.082771,64.21456,11.89625,4.418758,70117.6,14.4750185,5.0171866,2064.74,6.556273,0.15387094,6.494079,11.1922
121,4520.715,15.748013,64.46359,12.167045,4.3332777,63599.504,15.171061,4.8847046,2139.632,6.14535,0.15372823,6.908911,11.033756
122,4544.0103,20.339441,58.025387,13.628562,4.3389535,57840.51,17.852917,4.305943,2094.5542,5.636905,0.1540255,7.0315385,11.016398
123,4444.4385,16.372417,62.104362,12.00208,5.723144,72292.28,15.018038,4.7942963,2118.2593,6.0789084,0.15367885,6.871639,11.219298
124,4208.3105,17.120064,57.34123,16.450666,4.9982305,59042.94,17.65367,4.6744246,1936.9742,5.785475,0.15407549,8.191058,11.218018
125,4434.51,17.12231,62.911564,12.058913,4.3889694,60305.953,15.895394,4.6331115,2100.24,6.109847,0.15393463,6.6859283,10.817549
126,4677.4243,16.07609,63.702995,12.302272,4.4364533,66131.7,14.706501,4.855468,2227.8372,6.099822,0.1536786,6.7860527,11.02128
127,4947.7,17.264568,61.197693,12.186018,5.8004775,69012.375,15.271735,4.8050404,2338.3164,6.0081487,0.15351966,7.113982,11.070568
128,4398.241,16.217741,63.460167,12.055901,4.65041,68004.98,14.853606,5.5218763,2046.2256,6.178257,0.15385498,6.8614707,11.037152
129,4501.1094,15.987904,64.50484,11.805066,4.4109225,64668.434,14.77681,4.7593303,2132.1794,6.2375655,0.15377319,6.9962077,10.929669
130,4320.3486,16.288473,63.3164,12.049495,4.8476,72138.32,14.952505,5.953889,2009.0723,6.4825454,0.153664,6.83369,10.99381
131,4112.4224,15.973842,55.438217,21.051853,4.2583184,56776.4,19.559467,4.2867427,1900.3064,6.130767,0.1540215,8.44357,11.183085
132,4232.854,15.746944,64.606895,11.999396,4.3182993,58421.844,16.500088,4.8644733,1978.304,6.746955,0.15384978,7.1243477,10.994108
133,4304.4873,16.071552,64.04993,11.879233,4.7745275,63758.258,15.082533,4.5547805,2031.1771,6.202466,0.15380627,6.8586516,11.119921
134,4378.658,16.249851,64.22304,11.921992,4.387415,63353.453,14.848165,4.38138,2061.0728,5.935168,0.15395533,6.7660093,11.038067
135,4424.029,17.049341,62.799454,12.017997,4.5297484,62939.414,15.446568,4.6701875,2125.1714,6.1166797,0.1537256,6.9993806,11.023924
136,4359.72,19.182959,59.270786,13.569721,4.307579,57799.723,18.085028,4.7189875,1980.3314,6.4125233,0.15419465,7.3932643,11.005127
137,4318.23,15.864822,60.836773,15.675718,4.4135184,62228.63,16.132952,5.145104,2002.4384,5.987896,0.15386924,7.503091,11.076942
138,4615.4805,16.136648,61.681366,12.607322,6.104583,66681.46,14.599357,4.946564,2207.6067,6.077342,0.15378347,6.936809,11.008925
139,5131.1875,17.208435,62.501255,12.360328,4.5857487,64544.06,15.10475,4.265448,2421.9717,5.9234567,0.15392947,7.0118804,11.156818
140,4322.9707,16.038784,63.56922,12.021055,4.6775346,64660.457,15.057354,4.7122917,2063.9893,5.8049073,0.15397653,7.0061502,11.003831
141,4214.483,16.902428,63.292255,12.05311,4.32507,61844.246,15.505227,4.88157,1977.4757,6.1161137,0.1537782,6.8476257,11.128487
142,4471.3823,16.185015,63.8134,12.107153,4.464321,63126.055,15.094659,4.5837083,2096.922,5.9326262,0.1539078,7.1286783,10.940935
143,4526.428,17.999453,59.611717,14.507943,4.3658743,59320.383,17.682348,4.3017917,2079.311,5.7914457,0.15391411,8.059003,11.078254
144,4492.8916,15.410107,65.03407,11.8778925,4.495449,64885.62,14.817706,4.153745,2142.5972,6.0026383,0.15395813,6.699161,10.946867
145,4268.0215,15.614455,64.68229,11.923217,4.3457346,69319.79,14.767128,5.030082,2011.0294,5.9573693,0.15401351,7.114875,11.176099
146,4751.2686,15.356905,64.700905,12.408023,4.307553,58272.242,17.410095,4.5275335,2216.2375,6.2130017,0.15424196,6.965427,11.085636
147,4409.9385,17.102186,60.841793,12.3378,5.647207,64410.305,14.9062805,4.7884727,2109.0361,6.190909,0.15371183,6.9508085,10.880849
148,4545.964,15.629809,64.09189,11.907449,4.8151627,68724.11,14.972889,4.557461,2147.1091,6.475924,0.15341567,6.920363,10.864211
149,4480.7803,16.10518,63.983646,11.66197,4.4320893,64333.344,15.030019,5.5601053,2135.2896,6.048532,0.15385906,7.0102043,10.924164
150,4436.759,15.942516,62.056812,12.180739,6.3307147,64031.125,15.049067,4.8572793,2127.1519,6.6185884,0.15331887,6.8728685,11.26901
151,4486.2393,16.73415,62.192097,13.028061,4.695092,63761.082,15.182405,4.5782866,2131.09,5.724746,0.15399823,7.193139,11.051607
152,4293.3584,17.05409,62.047203,13.274656,4.2692213,57829.14,17.349514,4.13513,1995.162,5.631807,0.15389678,7.01341,10.999755
153,4197.9136,16.234005,62.70713,12.358383,5.2030544,64755.008,15.121272,4.7781887,2013.8899,5.7200646,0.1538204,6.668739,11.225132
154,4423.047,19.223911,60.632195,12.11879,4.6376886,66125.81,15.394131,4.8275714,2115.4084,5.466505,0.1541958,7.2992764,11.02985
155,4738.4917,15.857489,64.452484,12.013134,4.308047,60758.645,15.624083,4.555127,2184.442,5.9364123,0.15370813,7.2744555,10.862022
156,4295.138,16.138895,63.824154,12.190705,4.395854,59363.234,16.15874,4.2530174,2024.4663,5.6896973,0.15402946,7.0179305,11.091056
157,4257.299,16.902285,62.546482,12.270621,4.7350864,70181.35,14.5048685,4.8609333,2006.4834,6.096766,0.15388033,6.7183733,11.071398
158,4552.8506,15.821522,64.58272,11.98096,4.288158,65223.035,14.937936,5.316571,2131.3774,6.1104536,0.15387689,6.9594817,11.006583
159,4404.012,18.164885,60.3734,13.289618,4.6300597,63418.85,15.664704,4.1489472,2073.7986,5.8476315,0.15397942,7.640132,11.229208
160,4191.738,16.62004,60.161015,12.598952,6.925153,65801.2,14.824178,4.817085,2002.1877,6.413591,0.15471095,6.575166,11.155234
161,4391.8677,15.921104,63.903275,12.359397,4.5311856,63651.918,15.0116205,4.410234,2074.5103,5.769087,0.15381432,7.138755,11.049296
162,4778.8247,16.116636,63.989944,12.153502,4.438353,63146.934,15.163669,4.525699,2278.2212,6.2210064,0.15371652,7.0486145,11.112014
163,4634.5317,16.999043,61.39323,13.599105,4.5423374,62423.945,15.093476,4.4716253,2218.2786,5.869064,0.15400763,7.013321,11.181459
164,4477.086,17.166456,63.068592,11.989101,4.281457,61387.086,15.552604,4.685934,2097.7368,6.216546,0.15403925,6.8232565,10.829964
165,4649.421,16.011827,64.36406,11.934641,4.5590243,75147.64,14.501243,4.9954853,2159.9302,6.429475,0.15382472,6.7875524,10.988108
166,4462.7744,15.484028,64.77628,12.169693,4.328986,58845.94,16.30558,4.535376,2064.2185,6.4210553,0.15405264,6.967473,11.100561
167,4273.1045,18.405472,60.23402,13.766404,4.3387117,59748.65,16.479258,5.4890375,1970.4707,7.0413175,0.15384944,7.1171365,11.004844
168,4456.216,15.880613,62.77256,12.303148,5.4096375,66778.13,15.115358,4.6015315,2101.9,6.3247437,0.15377633,6.9240155,11.032061
169,4499.2144,17.366972,62.832726,11.918301,4.4683037,62371.965,15.879017,4.4621177,2140.6453,6.037968,0.15404378,6.711673,11.011582
170,4353.9795,15.814789,64.62621,11.908206,4.356697,63939.95,14.8576,5.0233173,2056.2063,6.1252394,0.15396212,6.8940463,11.013293
171,4382.245,16.60897,61.195244,12.04073,5.996406,65242.215,15.409858,4.9720383,2090.7563,6.2645597,0.15392044,7.1923714,11.281732
172,4476.54,15.817211,64.666565,11.934211,4.3236136,60309.51,15.381304,4.4711003,2108.599,5.871388,0.153967,7.0809975,11.088507
173,4271.0894,17.438383,62.35586,12.069118,4.545334,63778.15,15.089701,4.9954414,2032.4296,6.122488,0.15393762,6.966896,11.19206
174,4454.2485,15.968006,64.326996,12.0749445,4.4213943,66322.06,14.470752,4.5748076,2072.6113,6.241239,0.15364,7.0031953,11.168048
175,4693.2915,16.226194,63.36763,12.240862,4.6623034,63374.47,15.163401,4.5936294,2226.6006,6.0053744,0.15377046,6.936951,11.086227
176,4562.947,19.503042,60.607685,12.142943,4.3219004,59676.707,16.24068,4.3614306,2123.689,5.980059,0.15406667,7.441471,11.196714
177,4477.582,16.090372,64.55909,11.935542,4.3218703,65964.195,14.7975,4.742424,2123.2688,6.172906,0.1540346,7.0513754,11.031522
178,4619.248,16.095545,63.505547,12.332427,4.620369,69336.16,14.811302,5.056971,2176.7246,6.027514,0.15396973,6.888415,11.029695
179,4367.7646,16.369286,63.447388,11.867266,5.024948,64866.785,15.148606,4.50388,2077.1777,5.9760113,0.15376516,6.8849683,11.102754
180,4193.0,16.066116,60.908592,11.948233,6.9152894,64978.848,15.6197,4.8488207,1937.9495,6.498117,0.15379396,7.069124,11.227131
181,4374.05,17.318918,60.67174,13.578457,4.9675713,62812.1,15.046754,4.439823,2083.8577,5.6614323,0.15393272,6.8293085,11.026838
182,4655.594,15.721408,64.64343,12.066461,4.339377,66628.19,14.812964,4.8778567,2196.5115,5.910156,0.15397987,6.9586997,11.022232
183,4450.293,18.091211,61.200233,12.380452,4.923887,63698.477,15.243809,4.34275,2119.7732,5.8285127,0.15391418,7.1915894,11.099959
184,4255.1675,17.834553,62.188526,12.084062,4.48782,59569.605,17.344957,4.3316545,1995.555,5.980996,0.15408383,7.680203,11.175256
185,4428.6753,15.657222,64.08619,12.645002,4.321293,61501.11,15.637645,4.7651467,2104.36,5.645074,0.15375513,7.3878474,11.038861
186,4366.947,15.883047,64.46953,12.048587,4.32684,59444.035,16.66835,4.683334,2013.0658,6.002927,0.15391389,7.2935205,11.008182
187,4376.585,17.008854,62.891773,11.971933,4.6598816,68736.92,14.932826,4.869412,2071.787,6.436684,0.15384482,6.9066186,11.217202
188,4218.8438,15.619764,64.68463,12.000805,4.3470454,64751.86,14.711246,4.256587,2007.7915,5.904193,0.1538831,6.8314013,11.211252
189,4269.9814,16.032625,63.908775,11.851408,4.9573956,63183.305,15.279777,4.5268517,2004.9291,6.163702,0.15377696,6.884462,11.089889
190,4315.375,15.864523,63.877678,12.139619,4.548918,66359.35,14.857755,5.35444,1959.5695,6.917211,0.15383136,7.0039997,10.949006
191,4475.919,15.673481,64.74421,11.935993,4.39834,62170.336,15.101713,4.5466757,2118.0068,5.765141,0.15390241,6.855577,11.122523
192,4417.2227,15.911215,64.42338,12.0998955,4.292358,63362.64,14.977732,4.8484983,2104.7466,5.8963704,0.15396345,6.74582,11.103193
